1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1.73148541873233,-0.144294460384657,2.0112543592022,2.97308798050202,0.051275257216332,2.4986784919999,2.30139277876287,1.35716801466445,3.29588021671918,3.88707476589489,4.34564154381593,3.44162744917193,2.09352470997408,0.526809466130729,2.40211876560241,2.66798366152948,2.34953385169727,2.09359938952392,3.58142581460447,3.55633124664169,3.37572214708479,1.26716818922992,1.65155392186669,0.941470920725337,2.73512022241023,2.24406532463878,3.45404183614122,3.72741530093519,1.4604236757386,-3.76457817791677,1.83709367680054,2.92279728368581,0.680445576816723,0.025504712197218,0.661272848852605,1.01450158590511,2.08260842829317,2.47644392123686,2.41976363780752,1.61295932765668
,,,,,,,,,,,-0.700000182726626,-22.6000000456313,-23.0999993095445,-19.7000007224173,-11.7999997319416,1.29999946501567,5.8000000123296,10.0000011653707,7.39999958682311,11.0999995034959,9.90000013022203,9.43891634238625,10.2083000110732,9.25380132627771,27.9615380685244,34.4662093637953,25.4632159061216,10.5914372943933,9.36907477711533,4.78924279245965,-1.57299762108386,2.20293902267818,5.84341576237273,2.79758543403612,1.0495463680441,-3.06359845351251,0.153614646686307,1.50040170699388,2.21870427670238
0.991055725131801,12.1632755702466,-1.05359982020337,3.71532699143128,0.155544004817941,11.7831801831474,3.25018045829934,5.50309611884371,5.03102436828991,1.34950222992003,3.49982214003705,4.99683644802353,1.00999837099631,-6.24000000139044,-3.82999999619831,-7.92000000374772,-7.99999999794095,-1.58999999685827,4.74999999509613,-1.00999999649815,-0.856864058424151,2.05580710835243,4.44651941224797,-1.22372796023444,4.83365776809453,0.900000000901912,5.41380714491444,3.45195248952621,4.8617129950775,3.81274693652152,5.12416330338039,4.03260249625296,4.44670822214543,4.9241952612883,4.24065164368079,-3.9000030859375,-0.600020000546493,0.500009998779461,1.60993308234522,1.84247667669986
4.44405402410875,-0.279283604914966,0.59498691972091,0.311842764704281,2.46638261847068,1.65179285231029,1.82276215923669,2.30665938884269,4.72320893200748,3.46916680457367,3.13740246177889,1.83307427924075,1.53065483605788,-0.961873090440875,3.22697146648132,2.38475720698521,1.32147848811599,3.79364486135974,1.96184075078834,3.54273427701128,3.71667711251564,1.09961615969796,1.70688915887587,1.03795305343826,3.57119289125183,2.32173738004792,2.55235376695013,3.67691824085243,0.446916545344948,-2.02072581635507,2.86428532684397,1.69449744610768,0.739229905081658,0.459228050116039,1.57852322952448,2.0327889725624,1.47830076884792,1.90386213925837,1.48763483605245,1.40445520080598
6.78176387161335,9.9542311666321,2.23506634454742,-4.34782273446388,7.92983956425326,7.53032483653877,2.17114159786276,-1.50000294944441,3.40524529485123,-2.85416049626551,8.97613436064655,4.22579941870262,2.95771082640832,5.83617208779994,2.02040044766709,6.04519864774507,4.32428403143135,5.73468837672691,3.96101213801565,5.34144937202629,5.85771420543269,5.33313570603937,4.64303087074482,3.44357677591658,4.42968455385082,1.71316456361184,3.94373882815798,5.98634932177609,4.89657708429647,2.31929213912838,2.11406472648392,2.96375291904201,4.811223315688,7.19143372144946,6.35767909791932,1.77815106030278,3.33967342629693,5.67155546944753,6.69725946087986,6.86568733525598
0.796878872350419,4.25530339449548,9.56219662276678,0.345984739692867,-1.77869668654421,8.51736499535146,7.95536272803432,-0.236336793624929,5.79559296480218,2.15026727576526,-0.602928480009965,9.06998446083462,0.232710762542638,3.46138493514027,1.31500727214065,5.71637386679392,11.0147438692119,6.31683473498383,7.30771963314498,7.40417896632495,1.8884738898946,6.61340574578617,4.3529638267236,7.80249389169157,4.47845213450258,8.66187323009638,6.25316468812014,4.11137901680618,5.79999174146441,2.96195085848565,8.44628157682938,6.62256261237535,6.45267238090545,5.79260559190561,4.32684561321506,3.91255719996406,5.95869171935315,6.15710463017187,6.81961748015405,5.68859898588265
0.81914186889891,7.23394369490723,2.13432783577075,3.88104639981715,4.80331001525438,3.34201465415414,4.173382559004,3.77240185252705,2.41625685566223,2.83658212907926,5.62225816160702,3.4852278153552,5.44268555072129,4.71156172449447,3.89012644065643,5.12127789716162,4.52291921762344,4.48989649735631,5.17702687345256,4.67015636827865,5.2932947184604,5.07728777597312,3.83312394005608,4.73956739916446,5.2395329104527,6.53594494052352,6.67190498148148,7.0585993565727,6.01378975923306,5.04512479417738,5.57180227396866,6.46438388047517,6.52143507837333,6.01361036536019,6.06105935903958,6.55263987869203,7.1135024597439,7.28418409195113,7.86370889257542,8.15268494677524
,4.90016185983106,2.33456559219081,3.43030591266272,3.39644362278422,2.68344073997304,4.2076020043413,6.05451383876874,10.9446920641534,-3.28988206795439,-9.11737709653309,-8.44535517671254,-7.2723879985458,-1.48021475855352,1.81801119768079,2.86018944455869,5.13891523840331,-14.1928148041394,4.28528189770626,-8.28101624145192,4.78204232851405,3.81724003293755,5.95303387685426,5.15184150505048,6.44185968615297,7.15354183406107,6.80216596889672,6.55708232064536,6.08562708193034,-3.42357082039449,0.569823564525194,2.35098045583469,0.360583188287578,0.318735761322571,1.89454714241928,3.98952626923408,3.81153782976097,3.50660477401181,3.08418980095941,3.3716155456754
,-5.31669735282965,-7.55621771215945,6.37637679964396,5.00364604500776,-4.75826853805687,1.1829939159842,10.3990093325468,6.99999164945331,0.364007138161824,4.43799717642639,11.2299987800123,6.68999836660538,12.8700066696584,-0.250001484542878,3.92999154532021,4.11000611512114,3.09299978673204,4.79000278855499,4.29999896037758,5.30007005600883,2.49094810829847,3.3485506679412,6.29644197869368,6.98096059429825,6.76899787107483,6.46700012199585,8.29396044759683,6.24501077496258,2.53988593585052,4.33429917283131,1.98351501159991,3.72810843046017,5.41683981012071,4.35039085252969,2.86304730414378,3.47351657476945,3.8117061903064,1.95718329709366,1.81956900625906
6.49528192139532,-9.22640507988642,6.69889775608125,3.59705186796602,14.1711486244798,4.82918011397484,1.79700022744103,2.9845193449047,2.30970766083306,6.72732979931727,-1.59624908649559,-4.18178478140044,-3.82558196958196,0.307806291443185,3.14891561997803,4.37875209047472,4.22353042530399,2.06223963422254,4.71648221554824,7.14411475804808,4.14924301720671,2.62568405842836,2.70456161502959,-1.26472077068983,0.882839929779749,3.39535559727943,2.51684911910279,1.44654463506183,-2.32396697254454,-4.17526040073236,1.53877740677106,0.6128974521461,3.0868791768835,-2.95209560730262,0.736540805302539,0.597576299988447,0.446254967609775,0.066664463403001,1.56575993568239,1.79925562139633
,,,,,,,,,,,,,,,20.7999983991833,88.9576668151009,34.3895738165255,15.5999968203638,9.59999969554977,5.50000050587647,4.39999928046061,5.30000063322893,3.9999997109357,6.09996679830309,8.75925684646388,5.41727019232148,5.85558507859649,5.42672647605687,-3.00275274835376,0.767250351348665,0.908241482463865,-0.699614302351236,2.35103569521404,1.14803202141205,3.08822714327496,3.14565228865749,2.11846162295903,3.71625074935496,2.58262786645444
,,,,,,,,,,,-1.19999556980412,-9.60000139597706,-7.60000184221087,-11.7000038975536,-10.4000004914994,2.80000465053934,11.4000054053548,8.39999142031994,3.39999916322964,5.80000344007456,4.72530599387507,5.04526748002185,7.04319255874692,11.4497431053961,9.40000152357688,9.99999481247369,8.60000653624813,10.1999994395436,0.199995310014472,7.79826682269731,5.37870744981015,1.68713553642841,1.00347084085645,1.72638485417005,-3.82957055828382,-2.52644643552361,2.53218350023035,3.14919759374963,1.22209662862558
13.4366817635662,1.13377082280894,-0.107710428562413,-2.14317996954114,1.9720650253355,1.01251391430918,4.5394569574467,10.7353041326464,9.78771144241605,13.0092211305411,11.4433887289319,11.4640364205074,12.0594453570393,6.27569191841499,0.158363290483805,0.644238365359826,1.42821025749546,3.54467114926939,3.74064654427482,8.77899956737794,13.0165280135448,4.68120906195541,4.74167623421353,9.3335525594651,4.78720737881598,1.94221201683888,4.82402627874237,0.505864446235108,3.49204935192195,0.219496449322151,3.0018036588508,1.91786533249947,2.41767232562897,1.30212494008629,3.63535998738269,2.84964236798051,0.085081197055459,1.86649911295092,2.08990965494719,0.26655293741338
7.94392523364439,2.38095238095129,-5.28541226215641,2.0089285714283,0.481400437638541,-2.00348432055975,6.66666666666802,3.74999999999943,4.05622489959951,0.443844075644776,0.019212295871938,-3.53438340376593,-0.059737156510323,3.00856744371407,0.599613152803229,4.39914785618222,2.60047604555287,4.60000000000198,3.90000000000011,3.38264871401167,9.31715557653585,7.2224360086321,-1.47779037455827,3.41070620413235,2.32126647646751,1.67420714931701,5.54386592809534,2.84589011430658,1.52789390961543,-5.28417714947457,-2.09411353414293,-3.33949441020565,-4.8345401709793,-2.51115443098975,,,,,,
-1.3717751251444,0.275620022189571,-3.93874101982378,-4.04211846998211,-0.200675994825289,-1.676387143555,-2.57387456201269,2.46347714826074,2.90950475804917,3.79013004723564,4.6357859096007,5.26652747214038,1.64649693263348,4.26929369591048,4.66727043459798,4.67827258577525,4.36134305812095,4.95420874299724,5.02935233725196,0.426889576708106,2.50780755336397,1.68380093902091,2.4855648471145,2.71134070709702,4.17329431803543,4.42143476697063,4.79700917087203,4.56438275234794,6.14849719501387,3.35700125894111,4.12671936920815,5.20409594656597,5.12227466098376,6.79601170559745,5.46056715368503,4.85718801458208,4.26392185377313,4.19520701912501,4.22362276931993,2.21670710143222
9.11096015517168,-4.39335720034877,0.58024555339469,-3.40979347371638,5.26914314976867,7.94586174871237,7.98829510486274,3.59962946680869,-0.102672718383729,3.27945885796423,-3.10235594875007,1.51193723815426,-0.466913211737747,4.66516899045995,5.3345517016817,4.41673135543735,2.20753552677458,3.39484598484417,0.338097902952455,0.467937567378257,4.38794944267383,1.38989640325894,3.05346185795254,1.14082899810009,5.75996463871775,3.20213137990235,3.96198872184989,6.06987060771837,5.09419544732717,-0.125811999414864,7.52822583005563,3.97442540583816,1.92115031836302,3.00484630505706,0.503955740242247,-3.54576339269425,-3.27591690782192,1.32286905404399,1.31722399870793,1.13658557200958
4.3730648140921,-1.89975157094841,-4.90093847758082,0.50125313283209,3.60037406483791,1.09823980743194,5.10416666666667,2.59096701118504,3.50538227987856,3.60000000000001,-3.30759330759331,-3.89990682816452,-5.69252077562327,0.793067998237618,2.01078245665163,2.01399800028565,3.97647717726129,4.74010234311876,3.72846490100282,0.334655428854731,4.44718962322422,-2.36546422235364,0.787401574803141,2.17548076923077,1.41159863545465,3.95545760352627,5.90270029011381,2.2020861869139,0.701030927835049,-5.07780507780508,-2.28645383951682,-0.673289183222963,-0.455606178464279,-1.40656396517079,-0.124547101449281,2.44870196122888,2.47869868319133,0.475110679192298,-0.580333154218167,-0.096135552913196
-6.99670298402471,-19.8267158647435,3.95665493838268,0.501465965857875,0.59987654172437,-1.49074908033609,-2.71546995324415,2.00912981362838,1.09736716573585,-1.07417857262092,1.08942053548755,3.14594136166266,4.75858084552159,0.304572874141869,3.14539739535877,4.47870733983746,2.87831774721235,-1.47117157218256,-0.558508851097471,3.05215714160208,2.84942185782728,2.744040517652,3.87209696704298,2.90395547653115,0.504318252687327,0.38750720823208,4.39771967752176,0.154581811742773,-1.93971463784671,-1.76453554132601,2.59896574643226,3.74531835205994,0.912841670964411,-2.12602851740175,-2.50835256222284,-0.392383487933557,-2.47791797864822,1.32860255161715,0.052237790776772,3.86910980288788
,13.9077290356395,3.41394147506648,11.3107136184646,4.48210512922348,4.21177503633368,11.7305766311607,28.6962653616001,4.98728969866846,7.43262644625855,10.8764346909589,-0.407875982718124,4.60089093265734,1.9863670349926,4.95150329907017,7.07411740836304,5.56517297396042,5.37383872891277,5.91403047838639,7.98397247538767,6.93302386169421,8.3489544828285,10.992281843751,7.82330236149748,6.00874223613263,7.287249352187,6.99973809500906,18.3608540555453,4.79946061155896,6.74833374849808,11.9458959983757,7.98261704055791,5.11840085800534,2.11997263298215,5.77649568013724,6.64223210535566,8.1270335383894,4.65183467529606,3.02764071925384,
11.9869013810389,9.06485746505908,12.1655318567871,13.1467290492182,8.54538363956856,7.12527126928725,8.17292433266485,11.881928135108,19.4499695089935,13.0594058880328,6.77282194932553,7.4587091123188,2.91707030692542,1.91610714170143,3.62791602093857,7.03041026074564,5.82980007842275,8.32589089842865,0.443663480338245,9.66724074151195,1.98769585438754,0.250573866722732,6.06953086765014,4.62589479191556,2.70582173663567,4.55664565732843,8.36387106895727,8.27676379346968,6.24543736290877,-7.65231020253476,8.56363174773267,6.04831636706808,4.45616721309787,11.3434242527752,4.1492898931352,-1.69796561588223,4.30373745681474,2.90400634981967,4.47882348357265,2.96613593278983
-4.47863884794948,-1.54446566470149,7.71578363090393,-8.12651359274568,9.48172665292533,3.92721953798056,3.57797925430461,-4.93898788502545,1.71016528472386,1.97727043451945,-2.14752806574087,-0.552543005101867,-6.4240781994633,0.335275684646035,4.89994941000114,7.20004555751903,-4.00009296364789,5.29993601826074,4.70014237879329,3.59997490432274,-2.48943244028874,4.46473902640867,3.61654219150596,-5.39748521855877,5.99488422798696,0.908210514871953,4.77108543044105,4.60753485452028,2.05413096200485,8.58726042640994,4.63081843223307,4.19461533741989,5.05376125356918,-36.3919770983887,0.081070515326488,4.33712103020234,4.75031684122339,4.52727821346231,3.78944359275462,2.97027564753407
2.15553738839604,3.47412632772519,-3.18726208465478,2.60133945424236,5.90845704176624,4.73739989428658,2.14497205292487,4.07295912526591,4.41011097816961,2.3169793070342,0.164672535628412,-2.08608547652285,0.900259569351178,2.66085657684695,4.4944662172487,2.69397626803128,1.61917246554633,4.28004008396165,2.79654246248219,3.97048264471769,4.91776271928404,1.40552759630168,3.42214614922985,3.81109019636681,3.91402875394738,4.99586090263904,4.16581760729689,6.86860886265184,1.00762267839971,-2.92840018378425,3.08949464358115,3.14688136648287,1.76222254955427,2.32912252230449,2.87003603874221,0.659176889011206,1.00139442897607,3.17072986626918,2.01363921173214,1.65604085428095
,,,,,,,,,,,-9.68874874050726,-1.97881642799719,1.60578186278867,4.07251048505873,5.53089548804613,4.50998620339622,2.42175190963397,2.69214124318648,1.9817289161213,4.02322889027261,3.02183856638783,3.54040551867354,4.09204516169379,5.81715285802511,4.97462314718477,6.58718016239629,6.3901197400328,3.91617950269301,-3.44416566881213,1.56668038285852,3.24774393276709,0.774585309536135,1.2530926290566,3.0432767068264,3.92745361262467,3.04618303225628,4.78782971465299,4.4165317241653,3.69017357396983
4.60197737016873,1.60133587130034,-1.30941743229549,0.639079455495036,3.00845641335556,3.67359592248921,1.85863277042233,1.58547816454748,3.27759627536423,4.33079404077542,3.67462562542021,-0.915816562502414,-0.043732996427437,-0.125983551671382,1.26975771089181,0.480866441718604,0.540027590343726,2.3401498794495,2.98989184510701,1.69471984486924,3.93682345160296,1.31242364642358,0.162612928033482,0.039576552385071,2.7762235022325,3.11524553382058,3.9886342183062,4.11187780191638,2.15470187499479,-2.22210710973518,3.00269909795094,1.69280849588989,1.00602409431356,1.85203976649476,2.44921808715628,1.33336908175492,1.72274065567395,1.79940898587698,2.7505537137187,0.928832440259029
,,,,,,,,,,,,,,,,,,,3.77026367469688,5.82664146877514,-1.51296126027543,-1.6322065976114,-3.2021569420483,0.224197396296447,1.37773415696212,4.88229936411699,5.89832966146942,,,,,,,,,,,,
7.98662075742482,6.5253703654798,-11.014305060839,-5.01742052484838,4.10368324170109,4.00991620181227,5.37769232223731,6.46046852848676,7.34511045469792,9.92338289712409,3.33356547272084,7.80439218641014,11.1667077338886,6.58878382654488,5.03019797742309,8.93329586945268,6.80291659577689,7.42788980789015,4.32457949685634,-0.412096167033098,5.32693841912362,3.3030473125087,3.10697053227061,4.09104768470421,7.20953970945035,5.74283048945117,6.31717634314714,4.90532450356156,3.52953055326518,-1.5642394429907,5.84417729578996,6.11091882913644,5.31862800041417,4.04500429814895,1.76673978363868,2.3037670361239,1.71108928867399,1.18857258229856,3.94932089095181,1.05444255073994
7.80669144981412,5.17241379310364,8.93442622950798,10.8352144469528,15.1391717583163,13.4433962264149,8.93970893970905,11.6889312977099,11.2345151644597,4.1858678955452,3.90711389605602,9.29407591344456,14.2161635832522,13.8675760159135,13.0521587222366,10.9492273730679,9.92837246319161,9.23076923076943,7.83761391880653,7.66748617086679,8.49150849150845,8.33991054985508,9.13064594463357,10.0356030262571,10.1112234580385,11.3957759412307,12.7194790206907,14.2313880356882,9.65428937259911,9.39981317141519,10.6361404632298,9.55091409001017,7.85962749328517,7.76861528412817,7.42452365619906,7.04185620085329,6.84872842271704,6.94620009249279,6.75161439114392,6.10856062651904
-10.9576972660203,3.50049890744015,0.200822351638877,-3.90024044224006,-2.70126143422044,4.50122317521536,3.2593487673453,-0.348972909434281,1.13648396352059,2.9480049449687,-1.09590841115424,0.040925168437212,-0.244560612032473,-0.192485099889353,0.811206684851172,7.12574472410704,7.72932742178315,3.74355314434951,4.93067962774325,1.61752744308336,-2.06840005722563,0.121371915505208,-1.66764213810366,-1.3595359429474,1.23177283994622,1.72124736749562,1.51584236326204,1.76503678407165,2.54284147638732,3.25145371844515,2.01763859212427,-4.38725478852275,10.7065041034855,8.88942130155425,8.79407739027734,8.84285994958891,7.17920782392478,7.35963718400244,6.79348796730912,6.85233458692178
-1.96529166883708,17.0826822487541,7.5162026055376,6.86683056611419,7.4745725430174,8.0631616718716,6.77166308049779,-2.14665021191921,-7.82363197506439,-1.81912051252307,-6.10569764608267,-3.80859937245147,-3.10000321079072,-7.93206657456574,2.12393544360737,3.4697921483269,4.36108651788504,5.23132070868648,4.50229124101836,4.29201694525005,3.55337436416127,4.36808424217001,4.23720367718512,4.56719525637388,6.78095592377316,2.02066230714679,3.45766879254916,4.90220173244047,3.48880091903692,2.19866410193433,3.4225076411544,4.12927716056967,4.54326501566736,5.40426570971735,5.88405932668046,5.6514637436283,4.64848155096477,3.54908731821561,4.06240531944661,4.01721604289253
2.19491292367726,2.350524074861,-0.457677608961575,1.411703688263,5.54107402196995,0.467850950946087,4.71720965340852,2.67564245126933,0.470381336748702,-1.26605063560955,-6.56831069464246,-8.42105149913377,-10.5000085646477,-13.469050538128,-3.89999680312386,0.699998829794396,-1.02317264199922,-5.61704659870088,-1.6241540447899,-4.2701408311335,-6.91092731652098,-2.10017302488849,2.94776518359771,5.57782231144421,6.73837393324294,6.13515115548975,5.32097956548998,6.25947776437401,6.22589426869192,2.85506401011484,7.10797657581392,6.8746708900163,7.08689894671942,8.48195663608757,9.47028809714084,6.91618781026789,2.39937909829004,3.72694765333267,5.82112109989339,4.38452888103882
17.6366054794769,17.619722467905,23.5976999597124,5.85396283985664,6.97613105625372,-1.18566085493384,-6.86152643675111,0.189376640531151,1.76626342941908,2.59987651717239,1.00000356694369,2.39536745406824,2.61194805221436,-0.979683206343083,-5.49307574498933,3.98532437806185,4.29048155564114,-0.624812149505971,3.73755276986071,-2.58219935747222,7.57598039215685,3.80260190016178,4.58187006145742,0.813264074715363,3.47663162277505,7.75575897797003,6.23599701269603,-1.58222275043937,5.57223323509915,7.46894248407692,8.75160145933474,3.42066568060181,3.79997131252208,3.4407052491938,6.77991615766737,2.64648587686472,-2.80001878768313,-1.80100122457118,1.60000000009966,-0.89999999818528
4.08735367309494,2.27687274732989,0.948420786408448,1.57395603828768,3.35068373898201,3.10710619368098,5.82407613847742,5.36893214813603,4.06417324517207,3.41409610863153,4.28199833207572,2.00160759679279,4.04492943774078,5.3854099385677,5.81466190787816,5.2024375925092,2.05585471217387,3.43029367827623,0.569784089866261,-4.20401524369927,2.92486148314592,1.67789830769955,2.50398046550686,3.91827190359832,5.33302206745236,4.82876110795085,6.71686869844402,6.73819469090975,3.28344618616541,1.13964864548062,4.49465897070922,6.94789198173555,3.91263576716115,5.13399351995669,4.49903000110974,2.95590137527523,2.08738250162794,1.35936086788746,2.5153244557176,3.32221278858155
,3.86492895691175,6.3833170098831,4.82140188312658,4.11029998859358,2.2799607772245,1.86761216652651,1.63778418052955,2.68737940417255,-3.18025651617585,5.09123641339696,-5.39563714860034,8.53098178773286,3.00606130744863,-5.27678299744868,3.61020643165317,-1.29168892620011,4.03015366772979,1.28251579338536,1.92440871212295,10.847878616072,2.33290710182874,2.3249448613998,2.1038716355305,1.91965980712281,2.83754786988332,2.6469554759412,0.800042348955387,3.9999719914434,3.2001131115091,3.79993345468068,4.09984695496956,3.2002729031888,4.49987421530828,2.10000643830286,1.11614058271805,3.3206800249451,3.81570211280726,3.43076413622954,2.71525946491546
